customer_id,customer_name,region,country,customer_type,signup_date,preferred_channel,email_opt_in,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_score,RFM_total,clv_historical,clv_predicted,tenure_years,purchase_freq_per_year,avg_order_value,favorite_category,last_product_purchased,top_purchase_channel,total_units,last_purchase_date,first_purchase_date,total_sessions,avg_pages_per_session,avg_time_on_site,cart_adds,days_since_last_session,total_tickets,avg_csat,avg_resolution_hours,escalation_rate,total_touches,open_rate,conversion_rate,churned,segment,segment_name,churn_probability,predicted_churn,recommended_product,recommendation_score
C100820,Layla Thompson,Middle East,Kuwait,Small Business,2022-04-20,B2B Direct,0,12.0,10.0,2892.29,1,1,1,111.0,3.0,2892.29,1004.83,4.317590691307323,2.316106531388713,152.22578947368422,Electronics,Yoga Mat,In-Store,21.0,2026-08-02,2024-08-06,10.0,7.5,7.82,0.0,107.0,4.0,1.5,7.949999999999999,0.0,5.0,0.6,0.0,0,3,Champions,0.0033,0,Cookware Set,0.7802
C100821,Ananya White,North America,Canada,Individual,2023-12-14,Online,0,162.0,3.0,296.45,4,3,4,434.0,11.0,296.45,225.91,2.6666666666666665,1.125,74.1125,Apparel,Perfume,Online,5.0,2026-03-05,2025-10-23,9.0,6.555555555555555,6.233333333333333,2.0,56.0,0.0,2.3524457602403785,0.0,0.0,0.0,0.0,0.0,0,1,New / Occasional,0.12,0,Skincare Set,0.8241
C100822,James Thompson,North America,Canada,Individual,2025-01-21,Marketplace,1,53.0,3.0,890.94,2,3,3,233.0,8.0,890.94,810.97,1.5605749486652978,1.9223684210526315,148.49,Electronics,Winter Jacket,B2B Direct,6.0,2026-06-22,2026-03-10,17.0,7.294117647058823,8.258823529411766,5.0,8.0,0.0,2.3524457602403785,0.0,0.0,4.0,0.5,0.0,0,2,Regular Customers,0.0014,0,Smart Watch,0.7285
C100823,Priya Miller,Europe,France,Small Business,2025-05-22,In-Store,1,449.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,1.2292950034223136,0.0,0.0,,,In-Store,0.0,,,14.0,7.428571428571429,7.092857142857143,3.0,97.0,0.0,2.3524457602403785,0.0,0.0,6.0,0.5,0.5,1,0,Lost / Dormant,0.999,1,Yoga Mat,0.0045
C100824,Mary Rodriguez,Europe,UK,Individual,2024-12-14,Online,1,144.0,3.0,569.96,4,3,4,434.0,11.0,569.96,666.07,1.6646132785763177,1.802220394736842,142.49,Electronics,Winter Jacket,Online,4.0,2026-03-23,2025-11-30,13.0,5.769230769230769,6.646153846153847,1.0,43.0,0.0,2.3524457602403785,0.0,0.0,3.0,0.6666666666666666,0.0,0,2,Regular Customers,0.2071,0,Standing Desk,0.8614
C100825,Elizabeth Lewis,Latin America,Argentina,Individual,2025-06-26,In-Store,1,97.0,2.0,389.98,3,4,4,344.0,11.0,389.98,896.88,1.13347022587269,1.7644927536231885,194.99,Electronics,Office Chair,Online,2.0,2026-05-09,2026-03-14,22.0,8.590909090909092,7.072727272727272,6.0,4.0,0.0,2.3524457602403785,0.0,0.0,4.0,0.5,0.5,0,2,Regular Customers,0.0064,0,Standing Desk,0.95
C100826,Elizabeth Martinez,North America,Canada,Individual,2022-09-24,Marketplace,1,100.0,1.0,270.98,3,5,5,355.0,13.0,270.98,99.32,3.887748117727584,0.2572183098591549,135.49,Furniture,Wireless Earbuds Pro,B2B Direct,2.0,2026-05-06,2026-05-06,5.0,4.2,5.62,0.0,198.0,2.0,2.0,6.3,0.0,2.0,1.0,0.5,0,1,New / Occasional,0.0609,0,Standing Desk,0.9134
C100827,Diego Anderson,North America,USA,Individual,2022-12-04,B2B Direct,1,381.0,3.0,919.95,5,3,3,533.0,11.0,919.95,467.53,3.693360711841205,0.8122683469236471,229.9875,Electronics,Running Shoes,Online,5.0,2025-07-29,2024-10-10,15.0,7.4,8.153333333333332,0.0,4.0,2.0,2.0,20.85,0.0,7.0,0.5714285714285714,0.2857142857142857,1,2,Regular Customers,0.9582,1,Board Game Set,0.7944
C100828,James Davis,APAC,India,Individual,2022-02-13,In-Store,1,264.0,9.0,2402.82,5,1,1,511.0,7.0,2402.82,932.63,4.498288843258043,2.000760803408399,171.63000000000002,Sports & Outdoors,Kids Building Blocks,Online,18.0,2025-11-23,2023-12-16,21.0,8.80952380952381,9.466666666666669,5.0,73.0,0.0,2.3524457602403785,0.0,0.0,8.0,0.5,0.5,1,2,Regular Customers,0.9315,1,Smart Watch,0.7128
C100829,Elena Perez,Europe,France,Small Business,2023-09-09,In-Store,1,202.0,4.0,966.44,4,3,3,433.0,10.0,966.44,587.1,2.9295003422313486,1.3654205607476635,161.07333333333335,Electronics,Laptop Backpack,Online,6.0,2026-01-24,2025-03-29,15.0,8.266666666666667,8.846666666666666,1.0,12.0,1.0,2.0,5.8,0.0,6.0,0.6666666666666666,0.1666666666666666,1,2,Regular Customers,0.8475,1,Smart Watch,0.7684
C100830,Sofia Martin,North America,USA,Individual,2024-08-20,In-Store,1,217.0,2.0,329.48,4,4,4,444.0,12.0,329.48,412.55,1.982203969883641,1.0089779005524862,164.74,Furniture,Laptop Backpack,In-Store,2.0,2026-01-09,2025-06-17,8.0,6.875,5.8125,0.0,21.0,1.0,5.0,8.4,0.0,4.0,0.5,0.0,0,4,Loyal High-Value,0.0727,0,Office Chair,0.8803
C100831,Amara Moore,Europe,Spain,Individual,2026-05-13,In-Store,0,93.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.2546201232032854,0.0,0.0,,,In-Store,0.0,,,16.0,10.3125,10.775,1.0,16.0,0.0,2.3524457602403785,0.0,0.0,7.0,0.7142857142857143,0.1428571428571428,0,0,Lost / Dormant,0.0032,0,Yoga Mat,0.0045
C100832,Richard Thompson,North America,USA,Individual,2022-07-13,Online,1,74.0,4.0,404.95,3,3,4,334.0,10.0,404.95,225.87,4.087611225188227,0.9785666443402544,80.99,Electronics,Yoga Mat,Marketplace,5.0,2026-06-01,2024-05-23,18.0,7.5,7.361111111111111,2.0,67.0,0.0,2.3524457602403785,0.0,0.0,3.0,0.6666666666666666,0.0,0,2,Regular Customers,0.056,0,Kids Building Blocks,0.8722
C100833,David Ramirez,North America,Mexico,Individual,2021-08-10,Online,1,134.0,7.0,1699.88,4,1,2,412.0,7.0,1699.88,615.33,5.0102669404517455,1.3971311475409836,154.53454545454545,Electronics,Air Fryer,Online,12.0,2026-04-02,2023-11-30,2.0,5.5,5.4,0.0,434.0,2.0,1.5,25.7,1.0,3.0,1.0,0.0,0,1,New / Occasional,0.1232,0,Skincare Set,0.7409
C100834,Lucas Martinez,Europe,Italy,Individual,2025-04-06,Online,1,93.0,2.0,195.48,3,4,5,345.0,12.0,195.48,386.73,1.3552361396303902,1.4757575757575756,97.74,Furniture,Laptop Backpack,In-Store,2.0,2026-05-13,2026-05-04,24.0,8.458333333333334,8.258333333333333,0.0,16.0,2.0,1.5,24.85,0.0,7.0,0.5714285714285714,0.0,0,2,Regular Customers,0.0123,0,Standing Desk,0.772
C100835,William Thompson,Europe,Spain,Individual,2021-06-07,In-Store,1,4.0,9.0,2549.8,1,1,1,111.0,3.0,2549.8,900.9,5.1854893908282,1.7356124604012673,182.12857142857143,Home & Kitchen,Cookware Set,Online,20.0,2026-08-10,2023-03-13,17.0,9.764705882352942,9.994117647058824,5.0,305.0,0.0,2.3524457602403785,0.0,0.0,4.0,0.75,0.0,0,3,Champions,0.0154,0,Winter Jacket,0.6606
C100836,Carlos Martinez,Latin America,Brazil,Individual,2021-12-14,Online,0,112.0,7.0,1239.88,3,1,2,312.0,6.0,1239.88,530.2,4.6652977412731005,1.5004401408450705,123.988,Sports & Outdoors,Mountain Bike,Online,12.0,2026-04-24,2023-11-14,8.0,6.375,7.5,1.0,169.0,0.0,2.3524457602403785,0.0,0.0,2.0,0.5,0.0,0,1,New / Occasional,0.0071,0,Skincare Set,0.6901
C100837,Yuki Smith,Europe,France,Individual,2024-03-28,In-Store,0,36.0,3.0,1204.95,2,3,2,232.0,7.0,1204.95,866.04,2.379192334017796,1.2609321058688148,240.99,Electronics,Air Fryer,Online,5.0,2026-07-09,2025-10-08,9.0,6.888888888888889,7.055555555555555,2.0,73.0,1.0,3.0,5.6,1.0,3.0,0.0,0.0,0,4,Loyal High-Value,0.0007,0,Skincare Set,0.7489
C100838,Richard Lewis,Europe,Netherlands,Individual,2023-06-08,Online,1,664.0,1.0,69.98,5,5,5,555.0,15.0,69.98,21.96,3.184120465434634,0.3140584694754944,34.99,Accessories,Laptop Backpack,Online,2.0,2024-10-19,2024-10-19,12.0,6.0,8.058333333333334,2.0,141.0,2.0,3.5,27.15,0.0,5.0,0.4,0.0,1,4,Loyal High-Value,0.9444,1,Mountain Bike,0.1015
C100839,Susan Jones,APAC,Japan,Individual,2026-03-23,Marketplace,0,144.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.3942505133470226,0.0,0.0,,,Marketplace,0.0,,,15.0,7.933333333333334,8.126666666666667,0.0,38.0,0.0,2.3524457602403785,0.0,0.0,5.0,0.6,0.0,0,0,Lost / Dormant,0.004,0,Yoga Mat,0.0045
C100840,Robert Lewis,North America,USA,Enterprise,2023-07-11,In-Store,0,69.0,4.0,849.6800000000001,2,3,3,233.0,8.0,849.68,521.82,3.0937713894592744,1.2929203539823009,141.61333333333334,Furniture,Protein Powder,Online,7.0,2026-06-06,2025-02-20,24.0,9.0,8.304166666666667,3.0,155.0,0.0,2.3524457602403785,0.0,0.0,7.0,1.0,0.0,0,2,Regular Customers,0.0081,0,Standing Desk,0.9002
C100841,Jennifer Martin,APAC,Singapore,Individual,2024-06-12,In-Store,1,182.0,4.0,2111.42,4,3,1,431.0,8.0,2111.42,1686.94,2.1711156741957565,1.8423707440100885,351.90333333333336,Sports & Outdoors,Wireless Earbuds Pro,In-Store,8.0,2026-02-13,2025-02-12,13.0,5.846153846153846,6.453846153846153,3.0,24.0,1.0,4.0,34.5,0.0,4.0,0.75,0.0,0,4,Loyal High-Value,0.0232,0,Office Chair,0.6724
C100842,Richard Davis,North America,Canada,Individual,2022-10-24,In-Store,1,367.0,3.0,671.94,5,3,4,534.0,12.0,671.94,335.67,3.805612594113621,0.7883093525179856,167.985,Electronics,Wireless Earbuds Pro,Online,6.0,2025-08-12,2024-11-16,6.0,5.666666666666667,10.483333333333334,0.0,95.0,0.0,2.3524457602403785,0.0,0.0,1.0,1.0,0.0,1,1,New / Occasional,0.9957,1,Standing Desk,0.9309
C100843,James Harris,Latin America,Chile,Individual,2022-02-09,B2B Direct,0,34.0,3.0,309.96000000000004,2,3,4,234.0,9.0,309.96,146.93,4.509240246406571,0.6653005464480874,77.49000000000001,Electronics,Yoga Mat,Marketplace,4.0,2026-07-11,2025-09-20,11.0,5.454545454545454,6.454545454545454,2.0,126.0,1.0,1.0,18.1,0.0,2.0,0.0,0.0,0,1,New / Occasional,0.0035,0,Bluetooth Speaker,0.8241
C100844,Amara Smith,North America,Canada,Individual,2024-07-04,B2B Direct,1,12.0,3.0,713.96,1,3,3,133.0,7.0,713.96,722.96,2.11088295687885,1.421206225680934,178.49,Furniture,Cookware Set,In-Store,4.0,2026-08-02,2025-09-09,26.0,9.038461538461538,8.188461538461539,2.0,7.0,1.0,4.0,14.0,0.0,4.0,0.5,0.25,0,4,Loyal High-Value,0.0,0,Skincare Set,0.7495
C100845,Susan Thomas,Europe,Italy,Individual,2022-11-08,Marketplace,0,28.0,4.0,827.46,1,3,3,133.0,7.0,827.46,626.44,3.76454483230664,1.0625454545454545,206.865,Electronics,Bluetooth Speaker,Marketplace,4.0,2026-07-17,2025-07-18,21.0,8.523809523809524,7.557142857142857,1.0,17.0,0.0,2.3524457602403785,0.0,0.0,5.0,0.8,0.2,0,2,Regular Customers,0.0018,0,Espresso Machine,0.7965
C100846,Barbara Jones,North America,Mexico,Individual,2022-08-12,Online,1,441.0,2.0,644.97,5,4,4,544.0,13.0,644.97,264.97,4.005475701574264,0.4993164730006835,214.99,Sports & Outdoors,Board Game Set,Marketplace,3.0,2025-05-30,2025-01-04,9.0,6.888888888888889,6.311111111111111,0.0,130.0,1.0,2.0,19.7,0.0,0.0,0.0,0.0,1,1,New / Occasional,0.9919,1,Kids Building Blocks,0.8425
C100847,Omar Gonzalez,Latin America,Argentina,Individual,2025-06-09,Online,1,82.0,1.0,229.47,3,5,5,355.0,13.0,229.47,521.13,1.1800136892539357,0.8474477958236659,229.47,Electronics,Wireless Earbuds Pro,Online,3.0,2026-05-24,2026-05-24,14.0,6.214285714285714,8.042857142857143,2.0,30.0,0.0,2.3524457602403785,0.0,0.0,3.0,1.0,0.0,0,1,New / Occasional,0.006,0,4K Smart TV 55in,0.9826
C100848,Fatima Smith,Europe,Italy,Small Business,2022-07-12,Online,1,3.0,8.0,2360.86,1,1,1,111.0,3.0,2360.86,939.98,4.090349075975359,1.9558232931726909,168.63285714285715,Electronics,Mountain Bike,Online,14.0,2026-08-11,2025-06-15,7.0,4.428571428571429,5.671428571428572,0.0,206.0,2.0,1.5,10.25,0.0,3.0,0.3333333333333333,0.0,0,3,Champions,0.004,0,Smart Watch,0.7128
C100849,Robert Davis,Europe,Spain,Small Business,2023-06-24,Marketplace,1,90.0,6.0,1303.14,3,2,2,322.0,7.0,1303.14,887.0,3.14031485284052,1.9106364428945075,162.89249999999998,Beauty,Perfume,Online,11.0,2026-05-16,2024-10-18,21.0,10.19047619047619,8.847619047619048,2.0,13.0,3.0,2.333333333333333,10.8,0.0,5.0,0.8,0.0,0,2,Regular Customers,0.0387,0,Skincare Set,0.7209
C100850,Susan Smith,North America,Canada,Individual,2026-04-21,In-Store,1,115.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,0.3148528405201916,0.0,0.0,,,In-Store,0.0,,,12.0,6.666666666666667,6.483333333333333,1.0,14.0,1.0,3.0,20.0,0.0,3.0,0.6666666666666666,0.0,0,0,Lost / Dormant,0.0009,0,Yoga Mat,0.0045
C100851,Noah Martin,APAC,South Korea,Individual,2023-12-07,In-Store,1,468.0,3.0,959.94,5,3,3,533.0,11.0,959.94,387.21,2.6858316221765914,1.1169724770642202,159.99,Electronics,Running Shoes,Online,6.0,2025-05-03,2024-12-13,8.0,6.75,7.5625,3.0,40.0,1.0,2.0,18.4,0.0,3.0,1.0,0.0,1,1,New / Occasional,0.9499,1,Smart Watch,0.7811
C100852,Fatima Harris,North America,Mexico,Individual,2024-05-21,Online,1,125.0,5.0,1620.61,3,2,2,322.0,7.0,1620.61,902.49,2.2313483915126624,2.24079754601227,147.32818181818183,Home & Kitchen,Perfume,Online,14.0,2026-04-11,2025-05-08,19.0,8.789473684210526,7.842105263157895,1.0,7.0,2.0,2.5,1.15,0.0,6.0,0.5,0.1666666666666666,0,2,Regular Customers,0.0365,0,Standing Desk,0.7347
C100853,Elizabeth Lewis,Middle East,Qatar,Small Business,2022-04-24,Online,0,24.0,17.0,2813.23,1,1,1,111.0,3.0,2813.23,1376.05,4.306639288158795,3.947393515575334,122.31434782608696,Electronics,Perfume,Online,27.0,2026-07-21,2023-03-31,8.0,6.25,8.8375,1.0,75.0,1.0,1.0,19.8,0.0,6.0,0.3333333333333333,0.0,0,3,Champions,0.002,0,Winter Jacket,0.8325
C100854,Patricia Williams,North America,Canada,Small Business,2022-05-02,In-Store,1,42.0,8.0,801.39,2,1,3,213.0,6.0,801.39,387.67,4.284736481861739,1.8670926517571884,72.85363636363637,Home & Kitchen,Kids Building Blocks,Online,11.0,2026-07-03,2024-03-15,22.0,7.181818181818182,7.336363636363637,8.0,129.0,0.0,2.3524457602403785,0.0,0.0,4.0,1.0,0.0,0,2,Regular Customers,0.0103,0,Board Game Set,0.7787
C100855,Ava Lewis,North America,Mexico,Individual,2025-05-14,Online,1,60.0,5.0,829.94,2,2,3,223.0,7.0,829.94,1535.71,1.2511978097193703,3.99617067833698,138.32333333333335,Furniture,Protein Powder,B2B Direct,6.0,2026-06-15,2026-01-22,8.0,6.25,6.95,0.0,66.0,0.0,2.3524457602403785,0.0,0.0,4.0,0.5,0.0,0,3,Champions,0.0031,0,Office Chair,0.72
C100856,Elizabeth Moore,North America,Mexico,Individual,2022-07-20,Online,1,174.0,6.0,2134.92,4,2,1,421.0,7.0,2134.92,1256.43,4.068446269678303,1.474764468371467,304.98857142857145,Sports & Outdoors,Espresso Machine,Online,8.0,2026-02-21,2025-07-28,4.0,5.25,6.85,1.0,249.0,1.0,4.0,8.3,0.0,4.0,0.25,0.0,0,4,Loyal High-Value,0.0214,0,Office Chair,0.6759
C100857,Carlos Moore,Europe,Germany,Individual,2024-09-27,Online,1,131.0,3.0,694.46,4,3,3,433.0,10.0,694.46,740.62,1.8781656399726208,1.5973032069970845,173.615,Sports & Outdoors,Laptop Backpack,Online,4.0,2026-04-05,2026-03-05,11.0,6.363636363636363,9.154545454545454,0.0,28.0,1.0,4.0,20.0,0.0,6.0,0.6666666666666666,0.0,0,4,Loyal High-Value,0.0141,0,Board Game Set,0.7923
C100858,Noah White,Europe,Italy,Individual,2022-06-08,Marketplace,1,10.0,10.0,3777.79,1,1,1,111.0,3.0,3777.79,1354.55,4.183436002737851,2.390379581151832,198.83105263157896,Electronics,Wireless Earbuds Pro,Online,21.0,2026-08-04,2023-11-17,6.0,6.0,5.5,2.0,18.0,0.0,2.3524457602403785,0.0,0.0,5.0,0.6,0.2,0,3,Champions,0.0012,0,Standing Desk,0.8637
C100859,Carlos Garcia,North America,Canada,Individual,2022-12-05,In-Store,0,143.0,2.0,319.98,4,4,4,444.0,12.0,319.98,243.91,3.690622861054072,0.5419139465875371,159.99,Furniture,Winter Jacket,In-Store,2.0,2026-03-24,2026-01-27,10.0,5.8,7.0,1.0,21.0,4.0,2.0,20.2,0.0,4.0,1.0,0.0,0,1,New / Occasional,0.2171,0,Standing Desk,0.946
C100860,Yuki Ramirez,APAC,South Korea,Individual,2025-03-07,Online,0,525.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,1.4373716632443532,0.0,0.0,,,Online,0.0,,,20.0,8.6,8.184999999999999,3.0,2.0,2.0,2.5,4.0,0.0,3.0,1.0,0.0,1,0,Lost / Dormant,0.9986,1,Yoga Mat,0.0045
C100861,Joseph Wilson,Europe,UK,Individual,2023-10-27,Online,1,38.0,8.0,1938.88,2,1,1,211.0,4.0,1938.88,1579.88,2.798083504449008,2.859099804305284,193.888,Electronics,Perfume,Online,12.0,2026-07-07,2025-05-11,15.0,7.266666666666667,9.393333333333334,2.0,61.0,0.0,2.3524457602403785,0.0,0.0,2.0,0.5,0.0,0,3,Champions,0.001,0,4K Smart TV 55in,0.6598
C100862,Barbara Sanchez,Europe,France,Enterprise,2023-04-01,In-Store,0,66.0,3.0,924.94,2,3,3,233.0,8.0,924.94,586.61,3.370294318959617,0.8901299756295694,231.235,Home & Kitchen,Air Fryer,Online,6.0,2026-06-09,2024-08-01,9.0,6.555555555555555,7.455555555555555,2.0,193.0,0.0,2.3524457602403785,0.0,0.0,3.0,0.3333333333333333,0.0,0,1,New / Occasional,0.0049,0,Kids Building Blocks,0.8209
C100863,James Miller,Europe,Spain,Enterprise,2024-03-13,B2B Direct,1,349.0,2.0,184.98,5,4,5,545.0,14.0,184.98,176.76,2.4202600958247777,0.8263574660633484,92.49,Home & Kitchen,Board Game Set,Online,2.0,2025-08-30,2025-02-28,12.0,6.166666666666667,8.391666666666667,0.0,31.0,2.0,3.0,19.25,0.0,4.0,0.0,0.0,0,1,New / Occasional,0.2501,0,Kids Building Blocks,0.8518
C100864,David Hernandez,Europe,Netherlands,Individual,2023-05-08,B2B Direct,1,29.0,9.0,1769.85,1,1,2,112.0,4.0,1769.85,1068.23,3.268993839835729,2.753140703517588,136.1423076923077,Electronics,Running Shoes,Online,15.0,2026-07-16,2024-06-21,17.0,9.588235294117649,8.470588235294118,1.0,19.0,0.0,2.3524457602403785,0.0,0.0,9.0,0.6666666666666666,0.0,0,3,Champions,0.0036,0,Espresso Machine,0.7141
C100865,Susan Lee,Europe,France,Individual,2024-07-08,Online,0,29.0,3.0,419.96,1,3,4,134.0,8.0,419.96,427.47,2.099931553730322,1.428617992177314,104.99,Home & Kitchen,Skincare Set,Online,4.0,2026-07-16,2025-07-11,22.0,6.136363636363637,5.713636363636364,4.0,29.0,0.0,2.3524457602403785,0.0,0.0,3.0,0.6666666666666666,0.0,0,2,Regular Customers,0.0013,0,Cookware Set,0.8006
C100866,Elena Jones,North America,USA,Small Business,2022-08-08,Online,1,80.0,2.0,128.98,3,4,5,345.0,12.0,128.98,91.52,4.016427104722792,0.4979550102249489,64.49,Beauty,Perfume,Online,2.0,2026-05-26,2025-08-30,7.0,5.142857142857143,6.471428571428571,1.0,98.0,3.0,2.333333333333333,10.533333333333331,0.0,1.0,1.0,0.0,0,1,New / Occasional,0.0525,0,Yoga Mat,0.0084
C100867,Carlos Walker,North America,Mexico,Individual,2022-11-17,In-Store,0,84.0,2.0,149.97,3,4,5,345.0,12.0,149.97,76.19,3.7399041752224496,0.5347730600292826,49.99,Beauty,Skincare Set,In-Store,3.0,2026-05-22,2025-09-11,15.0,8.333333333333334,8.846666666666666,1.0,40.0,0.0,2.3524457602403785,0.0,0.0,7.0,0.4285714285714285,0.1428571428571428,0,2,Regular Customers,0.0597,0,Perfume,0.8512
C100868,Elizabeth Clark,Middle East,Kuwait,Individual,2021-08-20,Online,0,343.0,7.0,1374.91,5,1,2,512.0,8.0,1374.91,572.21,4.982888432580425,1.4048076923076922,152.76777777777778,Electronics,Board Game Set,Online,9.0,2025-09-05,2022-11-15,14.0,6.714285714285714,8.064285714285715,1.0,223.0,1.0,5.0,1.7,0.0,2.0,0.0,0.0,1,4,Loyal High-Value,0.8116,1,4K Smart TV 55in,0.901
C100869,Sarah King,Latin America,Argentina,Individual,2021-09-27,Online,0,279.0,4.0,1389.92,5,3,2,532.0,10.0,1389.92,517.14,4.878850102669404,0.8198653198653199,231.6533333333333,Electronics,Skincare Set,Online,8.0,2025-11-08,2024-05-27,24.0,8.583333333333334,8.608333333333333,0.0,120.0,0.0,2.3524457602403785,0.0,0.0,8.0,0.5,0.0,1,2,Regular Customers,0.9253,1,Perfume,0.7267
C100870,Robert Jones,Europe,UK,Individual,2023-07-29,In-Store,0,234.0,1.0,244.97000000000003,5,5,5,555.0,15.0,244.97,70.57,3.0444900752908968,0.3284622302158273,81.65666666666668,Apparel,Board Game Set,Online,3.0,2025-12-23,2025-12-23,6.0,7.333333333333333,8.016666666666667,1.0,355.0,3.0,1.0,22.433333333333337,0.0,4.0,0.5,0.0,1,1,New / Occasional,0.9951,1,Kids Building Blocks,0.9116
C100871,Barbara Sanchez,North America,Mexico,Individual,2025-01-10,Online,0,18.0,4.0,828.95,1,3,3,133.0,7.0,828.95,1188.17,1.5906913073237507,2.514629948364888,165.79000000000002,Sports & Outdoors,Protein Powder,B2B Direct,5.0,2026-07-27,2025-07-24,13.0,7.461538461538462,8.076923076923077,1.0,110.0,1.0,4.0,9.7,0.0,4.0,0.25,0.25,0,4,Loyal High-Value,0.0003,0,Board Game Set,0.7633
C100872,Sofia Martin,APAC,Singapore,Individual,2023-05-24,Online,1,15.0,5.0,753.36,1,2,3,123.0,6.0,753.36,302.6,3.2251882272416155,1.5502971137521222,68.48727272727272,Apparel,Wireless Earbuds Pro,Online,14.0,2026-07-30,2025-04-30,10.0,6.8,6.12,0.0,69.0,2.0,2.5,13.1,0.0,2.0,0.5,0.0,0,1,New / Occasional,0.0019,0,Board Game Set,0.8059
C100873,Fatima Wilson,Europe,Germany,Individual,2024-05-30,Marketplace,1,398.0,1.0,49.99,5,5,5,555.0,15.0,49.99,48.55,2.206707734428474,0.4531637717121587,49.99,Electronics,Bluetooth Speaker,Online,1.0,2025-07-12,2025-07-12,6.0,5.166666666666667,5.033333333333334,1.0,129.0,1.0,2.0,8.2,0.0,3.0,0.0,0.0,1,1,New / Occasional,0.9945,1,Wireless Earbuds Pro,0.8548
C100874,Wei Jones,North America,USA,Individual,2021-02-21,In-Store,1,125.0,13.0,2221.84,3,1,1,311.0,5.0,2221.84,939.6,5.475701574264202,2.3741250000000003,138.865,Sports & Outdoors,Skincare Set,Online,16.0,2026-04-11,2022-11-01,8.0,4.625,7.5875,3.0,24.0,0.0,2.3524457602403785,0.0,0.0,1.0,1.0,0.0,0,3,Champions,0.0029,0,Denim Jeans,0.7318
C100875,William Lopez,North America,Mexico,Individual,2021-04-26,In-Store,1,89.0,8.0,1618.88,3,1,2,312.0,6.0,1618.88,580.3,5.300479123887748,1.509297520661157,134.90666666666667,Furniture,Board Game Set,Marketplace,12.0,2026-05-17,2024-09-20,10.0,6.5,8.45,1.0,141.0,2.0,3.5,3.25,0.0,5.0,0.4,0.0,0,4,Loyal High-Value,0.0037,0,Denim Jeans,0.7116
C100876,Fatima Gonzalez,APAC,Japan,Individual,2022-06-22,B2B Direct,0,20.0,10.0,2557.31,1,1,1,111.0,3.0,2557.31,1352.54,4.145106091718001,2.412483487450462,196.71615384615384,Furniture,Air Fryer,Online,19.0,2026-07-25,2023-06-28,11.0,9.0,10.336363636363636,0.0,92.0,0.0,2.3524457602403785,0.0,0.0,2.0,1.0,0.0,0,3,Champions,0.0028,0,Smart Watch,0.7511
C100877,Barbara Clark,APAC,Singapore,Small Business,2025-05-08,Online,0,463.0,0.0,0.0,1,1,1,,3.0,0.0,0.0,1.267624914442163,0.0,0.0,,,Online,0.0,,,18.0,9.055555555555555,9.02777777777778,1.0,18.0,0.0,2.3524457602403785,0.0,0.0,5.0,0.8,0.2,1,0,Lost / Dormant,0.9983,1,Yoga Mat,0.0045
C100878,Amara Clark,North America,Mexico,Individual,2026-03-16,In-Store,1,24.0,1.0,98.98,1,5,5,155.0,11.0,98.98,330.56,0.4134154688569473,2.4188741721854305,49.49,Apparel,Denim Jeans,In-Store,2.0,2026-07-21,2026-07-21,14.0,5.428571428571429,7.385714285714285,0.0,16.0,2.0,2.0,4.550000000000001,0.0,3.0,0.0,0.0,0,2,Regular Customers,0.0013,0,Running Shoes,0.8495
C100879,Yuki Thomas,North America,Mexico,Individual,2022-06-25,Online,1,95.0,3.0,354.94,3,3,4,334.0,10.0,354.94,122.26,4.136892539356605,0.7251819986763732,59.156666666666666,Beauty,Laptop Backpack,In-Store,6.0,2026-05-11,2024-04-25,9.0,6.111111111111111,7.933333333333334,2.0,193.0,0.0,2.3524457602403785,0.0,0.0,4.0,0.5,0.0,0,1,New / Occasional,0.0302,0,Cookware Set,0.5988
C100880,Carlos Brown,North America,Canada,Individual,2023-11-09,Online,1,417.0,4.0,1034.94,5,3,3,533.0,11.0,1034.94,568.85,2.7624914442162902,1.44796828543112,172.49,Sports & Outdoors,Wireless Earbuds Pro,Online,6.0,2025-06-23,2024-11-13,18.0,8.61111111111111,8.327777777777778,0.0,7.0,0.0,2.3524457602403785,0.0,0.0,6.0,1.0,0.5,1,2,Regular Customers,0.9819,1,Cookware Set,0.7199
C100881,Patricia Gonzalez,APAC,Singapore,Individual,2023-03-26,In-Store,0,203.0,1.0,269.98,4,5,5,455.0,14.0,269.98,108.08,3.386721423682409,0.2952708164915117,134.99,Furniture,Office Chair,B2B Direct,2.0,2026-01-23,2026-01-23,0.0,0.0,0.0,0.0,,1.0,1.0,14.1,0.0,0.0,0.0,0.0,1,1,New / Occasional,0.8917,1,Winter Jacket,0.9134
C100882,Mia Moore,North America,USA,Individual,2024-11-16,Online,1,53.0,3.0,959.96,2,3,3,233.0,8.0,959.96,1571.2,1.7412731006160165,1.722877358490566,319.9866666666667,Furniture,Standing Desk,In-Store,4.0,2026-06-22,2026-02-21,11.0,6.0,6.227272727272728,4.0,158.0,2.0,1.5,12.5,0.5,3.0,0.6666666666666666,0.0,0,1,New / Occasional,0.0009,0,Perfume,0.7376
