customer_id,first_name,last_name,region,country,customer_type,signup_date,preferred_channel,email_opt_in
C101102,Ethan,Sanchez,Middle East,Qatar,Individual,2022-06-05,In-Store,0
C101103,Fatima,Miller,Latin America,Argentina,Individual,2022-12-04,Marketplace,1
C101104,Hiroshi,Johnson,Latin America,Chile,Individual,2026-03-12,Marketplace,1
C101105,Mary,Wilson,North America,USA,Individual,2024-05-08,Online,0
C101106,William,Walker,Europe,Italy,Enterprise,2023-04-26,Marketplace,1
C101107,Noah,Perez,APAC,Singapore,Individual,2022-11-04,Online,1
C101108,Noah,King,APAC,Singapore,Individual,2025-06-11,Online,0
C101109,Michael,Walker,North America,USA,Individual,2021-01-21,Online,0
C101110,Elizabeth,Jackson,Middle East,Qatar,Small Business,2024-08-27,Online,1
C101111,Yuki,Garcia,North America,USA,Small Business,2022-08-11,Marketplace,1
C101112,Mary,Martinez,North America,USA,Individual,2026-05-31,Online,0
C101113,Diego,Lopez,Europe,Spain,Enterprise,2023-06-17,In-Store,1
C101114,Thomas,Sanchez,Europe,Spain,Individual,2025-08-04,Online,0
C101115,Amara,Brown,Europe,Spain,Small Business,2025-07-20,In-Store,0
C101116,Sarah,Jones,North America,USA,Enterprise,2025-11-22,Online,1
C101117,Sofia,Robinson,Middle East,UAE,Small Business,2026-04-08,In-Store,0
C101118,Thomas,White,North America,Canada,Individual,2025-06-08,Marketplace,1
C101119,Wei,Jones,North America,USA,Individual,2024-12-28,Online,0
C101120,Yuki,Jones,Middle East,UAE,Individual,2022-01-06,Marketplace,1
C101121,Karen,Davis,Latin America,Argentina,Individual,2025-05-03,Online,1
C101122,Jessica,Smith,Middle East,UAE,Small Business,2026-03-30,Marketplace,1
C101123,Yuki,Johnson,Middle East,Kuwait,Individual,2021-03-19,In-Store,1
C101124,Joseph,Miller,APAC,Australia,Individual,2025-04-15,Online,0
C101125,Mia,Anderson,Europe,Spain,Small Business,2024-08-01,Marketplace,1
C101126,Joseph,Wilson,North America,Mexico,Individual,2022-10-10,In-Store,1
C101127,Joseph,Gonzalez,Europe,Italy,Individual,2021-05-20,Marketplace,1
C101128,Sarah,Lewis,Europe,Netherlands,Individual,2022-07-07,In-Store,1
C101129,Mia,Johnson,North America,Canada,Individual,2023-09-25,In-Store,0
C101130,James,Miller,APAC,South Korea,Individual,2021-10-09,Online,1
C101131,Layla,Martinez,Europe,Germany,Small Business,2025-05-05,B2B Direct,0
C101132,Robert,Martin,North America,Mexico,Individual,2024-07-05,Online,1
C101133,Wei,Harris,North America,Mexico,Small Business,2026-01-21,Marketplace,1
C101134,Ananya,Sanchez,APAC,India,Individual,2024-10-15,In-Store,1
C101135,Priya,Garcia,North America,Mexico,Individual,2022-03-16,In-Store,1
C101136,Patricia,Brown,Middle East,UAE,Individual,2021-09-27,Online,1
C101137,Sofia,Davis,Europe,Germany,Individual,2024-03-03,Online,1
C101138,James,Gonzalez,Europe,Italy,Individual,2023-01-16,Online,1
C101139,Patricia,Davis,Europe,UK,Individual,2025-07-22,B2B Direct,1
C101140,Carlos,Lewis,Middle East,Qatar,Individual,2021-04-14,Online,1
C101141,Amara,Clark,North America,Canada,Individual,2023-02-05,Online,0
C101142,Wei,Rodriguez,APAC,Singapore,Individual,2021-04-05,Online,1
C101143,Fatima,Wilson,Europe,Germany,Individual,2026-02-16,Marketplace,0
C101144,Ananya,Hernandez,North America,Mexico,Small Business,2022-12-30,In-Store,1
C101145,Susan,Harris,Middle East,UAE,Enterprise,2025-05-16,Online,1
C101146,Linda,Thompson,APAC,Japan,Individual,2022-04-25,In-Store,1
C101147,Jessica,Martinez,APAC,Singapore,Individual,2023-02-19,Online,1
C101148,Sofia,Miller,Middle East,Qatar,Enterprise,2024-06-18,Online,1
C101149,Carlos,Gonzalez,Middle East,UAE,Individual,2021-01-13,In-Store,1
C101150,Omar,Perez,APAC,Singapore,Enterprise,2024-03-16,Online,1
C101151,Michael,Moore,Middle East,Kuwait,Individual,2026-05-18,Online,1
C101152,Yuki,Rodriguez,APAC,Singapore,Small Business,2025-11-11,Online,1
C101153,Ethan,Perez,APAC,Singapore,Individual,2022-08-24,Online,0
C101154,Omar,Rodriguez,APAC,South Korea,Enterprise,2021-04-05,Marketplace,1
C101155,Omar,Wilson,APAC,Japan,Individual,2026-01-25,Marketplace,1
C101156,Diego,Lopez,North America,USA,Individual,2021-10-20,Online,1
C101157,Mary,Taylor,Middle East,Saudi Arabia,Individual,2021-01-25,In-Store,1
C101158,David,Taylor,Middle East,UAE,Individual,2024-07-19,Online,1
C101159,Ava,White,North America,Mexico,Small Business,2025-03-09,In-Store,1
C101160,William,Gonzalez,Middle East,Qatar,Individual,2024-04-04,Marketplace,1
C101161,Joseph,Moore,North America,Mexico,Small Business,2023-07-28,Online,1
C101162,Barbara,Robinson,North America,USA,Individual,2026-07-26,Online,1
C101163,Sofia,Smith,APAC,India,Small Business,2023-02-01,B2B Direct,0
C101164,Lucas,Wilson,North America,Canada,Individual,2024-01-16,Online,1
C101165,Jessica,Martinez,Middle East,UAE,Enterprise,2022-10-16,Online,1
C101166,Hiroshi,Jones,Middle East,Qatar,Enterprise,2025-07-28,Marketplace,0
C101167,Sarah,Perez,Europe,UK,Individual,2023-09-12,Marketplace,1
C101168,Ananya,Lewis,North America,Mexico,Small Business,2025-12-20,Online,1
C101169,Jessica,Young,North America,USA,Small Business,2022-09-30,In-Store,1
C101170,Michael,Walker,APAC,South Korea,Individual,2026-01-26,Online,0
C101171,John,King,Latin America,Brazil,Individual,2022-05-06,Marketplace,1
C101172,Layla,Robinson,APAC,Japan,Individual,2026-04-16,Online,1
C101173,Elena,King,North America,USA,Small Business,2024-03-10,In-Store,1
C101174,Ananya,Martinez,APAC,India,Individual,2026-03-07,Online,1
C101175,Robert,Ramirez,Europe,Germany,Individual,2024-02-01,In-Store,1
C101176,Elizabeth,Rodriguez,APAC,Australia,Individual,2024-06-03,In-Store,0
C101177,William,Hernandez,North America,Canada,Individual,2026-04-10,Online,1
C101178,Wei,Clark,APAC,India,Small Business,2022-07-29,Marketplace,1
C101179,Thomas,Young,Europe,Netherlands,Enterprise,2021-10-21,Online,1
C101180,Yuki,Lee,Latin America,Brazil,Individual,2023-06-15,Marketplace,1
C101181,Chen,Lopez,North America,USA,Individual,2024-08-22,In-Store,1
C101182,Karen,Miller,APAC,South Korea,Individual,2024-07-01,Marketplace,1
C101183,Diego,Perez,Latin America,Argentina,Individual,2024-04-18,In-Store,0
C101184,Elena,Young,North America,Canada,Individual,2021-02-09,Online,0
C101185,Richard,Williams,Latin America,Brazil,Individual,2023-02-15,Online,1
C101186,Elizabeth,Lopez,APAC,Japan,Individual,2025-09-21,In-Store,1
C101187,Layla,Gonzalez,North America,USA,Individual,2022-06-04,Online,0
C101188,Karen,Perez,North America,Mexico,Small Business,2025-06-28,Online,1
C101189,Susan,Ramirez,APAC,South Korea,Individual,2025-10-27,Online,1
C101190,Linda,Jones,North America,Canada,Small Business,2022-06-30,Marketplace,0
C101191,Linda,Robinson,Europe,UK,Individual,2021-08-24,Marketplace,1
C101192,Ethan,Young,North America,USA,Individual,2022-04-08,Online,1
C101193,Chen,Martin,APAC,India,Small Business,2024-06-05,Online,1
C101194,Elizabeth,Martin,North America,Mexico,Individual,2025-09-20,In-Store,1
C101195,Lucas,Rodriguez,Middle East,Qatar,Individual,2026-01-23,Online,0
C101196,Susan,Miller,Latin America,Chile,Individual,2022-04-28,In-Store,0
C101197,Susan,Miller,Latin America,Argentina,Individual,2022-03-06,Online,1
C101198,Jennifer,Sanchez,APAC,Singapore,Small Business,2023-11-12,Online,0
C101199,Noah,King,North America,Mexico,Individual,2021-12-09,Online,1
C101200,Thomas,Walker,APAC,Japan,Individual,2023-11-30,Online,0
C101201,Ananya,Wilson,North America,Canada,Individual,2024-04-11,Online,1
C101202,Ava,Robinson,North America,Canada,Individual,2025-01-02,B2B Direct,1
C101203,Chen,Jackson,North America,Canada,Enterprise,2024-04-17,In-Store,1
C101204,Ethan,Rodriguez,Europe,Italy,Small Business,2025-06-10,Online,0
C101205,Joseph,Moore,APAC,Japan,Individual,2021-05-13,Online,0
C101206,Liam,Smith,APAC,Japan,Individual,2021-12-17,Online,1
C101207,Liam,Taylor,Europe,UK,Individual,2025-03-29,In-Store,1
C101208,David,Perez,North America,Mexico,Individual,2025-04-13,Marketplace,1
C101209,Sofia,Lopez,Latin America,Argentina,Small Business,2022-05-21,Online,1
C101210,Sarah,Moore,Europe,Germany,Individual,2021-03-25,Online,1
C101211,Thomas,Johnson,Europe,Germany,Individual,2023-09-20,Online,0
C101212,Sarah,White,North America,Canada,Small Business,2025-01-27,Online,0
C101213,Patricia,Brown,APAC,South Korea,Individual,2023-04-10,Online,1
C101214,Karen,Thompson,APAC,Australia,Individual,2023-05-11,In-Store,0
C101215,Richard,Brown,North America,Mexico,Individual,2021-12-09,B2B Direct,1
C101216,William,Lee,North America,Canada,Enterprise,2024-07-27,Marketplace,0
C101217,Layla,Clark,APAC,India,Small Business,2023-05-16,Marketplace,0
C101218,Chen,Hernandez,APAC,Australia,Individual,2024-07-10,Online,1
C101219,Linda,White,North America,USA,Individual,2024-04-04,In-Store,1
C101220,Karen,Clark,Latin America,Argentina,Enterprise,2021-10-20,Marketplace,1
C101221,Sarah,Clark,North America,USA,Individual,2025-03-13,Online,1
C101222,Michael,Ramirez,Europe,Netherlands,Individual,2025-05-23,Marketplace,0
C101223,Layla,Johnson,Latin America,Brazil,Enterprise,2024-06-03,Online,1
C101224,William,Sanchez,Europe,Italy,Small Business,2024-04-08,B2B Direct,1
C101225,Diego,Anderson,APAC,India,Individual,2022-08-21,Online,1
C101226,Sofia,White,Europe,UK,Individual,2022-10-07,Online,1
C101227,Karen,Jackson,North America,USA,Individual,2022-03-24,Online,1
C101228,Mia,Miller,Latin America,Argentina,Individual,2022-11-21,Online,1
C101229,Elizabeth,Taylor,Europe,France,Enterprise,2023-09-29,Marketplace,0
C101230,Diego,Brown,Middle East,UAE,Individual,2023-05-05,Online,0
C101231,Sarah,Robinson,North America,Canada,Small Business,2022-05-17,Marketplace,1
C101232,Yuki,Wilson,North America,USA,Individual,2023-02-03,B2B Direct,1
C101233,Hiroshi,Martin,North America,Mexico,Individual,2025-03-31,B2B Direct,1
C101234,Ava,Lewis,APAC,Japan,Individual,2023-01-05,Marketplace,0
C101235,Noah,Sanchez,Europe,Germany,Small Business,2024-11-03,B2B Direct,0
C101236,Ava,Jackson,Middle East,Kuwait,Individual,2024-05-09,Online,1
C101237,Elena,Davis,Europe,Netherlands,Individual,2025-07-01,B2B Direct,1
C101238,Chen,Martin,Latin America,Brazil,Individual,2021-09-07,Online,1
C101239,Omar,Smith,North America,Canada,Individual,2026-05-27,Online,1
C101240,Patricia,Thomas,Middle East,UAE,Individual,2024-12-03,Online,0
C101241,Karen,Smith,APAC,Singapore,Individual,2022-08-24,In-Store,0
C101242,Linda,Davis,APAC,Australia,Individual,2021-05-05,Online,0
C101243,Mary,Davis,Middle East,Kuwait,Individual,2021-04-23,Online,1
C101244,Priya,Johnson,APAC,Singapore,Individual,2023-09-08,In-Store,1
C101245,Noah,Ramirez,APAC,South Korea,Individual,2024-03-06,Online,0
C101246,Liam,Walker,North America,Mexico,Individual,2025-11-18,Online,1
C101247,Ananya,Thomas,North America,Mexico,Individual,2025-02-28,In-Store,1
C101248,Linda,Hernandez,Latin America,Chile,Individual,2025-08-29,Online,1
C101249,Fatima,Wilson,APAC,India,Small Business,2021-05-30,In-Store,1
C101250,Linda,King,APAC,Japan,Individual,2023-05-25,In-Store,1
C101251,John,Davis,Europe,Italy,Individual,2021-12-09,B2B Direct,1
C101252,Lucas,Gonzalez,North America,Canada,Individual,2026-05-23,Marketplace,1
C101253,James,Thomas,North America,USA,Small Business,2022-08-03,Online,0
C101254,Ananya,Lee,APAC,Australia,Individual,2025-10-23,Online,1
C101255,Elizabeth,Taylor,Europe,Spain,Individual,2023-02-22,B2B Direct,0
C101256,Mary,Moore,North America,Mexico,Individual,2021-11-17,In-Store,0
C101257,Ananya,Jones,Europe,UK,Individual,2023-04-02,Marketplace,1
C101258,Richard,Ramirez,North America,Canada,Enterprise,2026-05-04,In-Store,1
C101259,Chen,Jones,Europe,Italy,Small Business,2026-02-28,Marketplace,0
C101260,Diego,Brown,North America,Canada,Individual,2022-06-16,Online,0
C101261,Sarah,Williams,APAC,South Korea,Small Business,2024-08-05,In-Store,1
C101262,Mary,King,North America,Canada,Small Business,2025-02-21,Marketplace,0
C101263,Charles,Williams,Europe,UK,Individual,2022-05-07,Online,1
C101264,Ananya,Davis,North America,Canada,Individual,2022-09-04,Online,1
C101265,Omar,Thompson,North America,Mexico,Individual,2021-09-09,In-Store,0
C101266,Yuki,Garcia,Europe,Germany,Individual,2026-06-29,Marketplace,1
C101267,Charles,Clark,Europe,UK,Individual,2024-01-06,B2B Direct,1
C101268,Yuki,Perez,APAC,South Korea,Individual,2025-07-29,In-Store,1
C101269,Karen,Smith,North America,Canada,Small Business,2024-11-16,In-Store,1
C101270,Jennifer,Clark,APAC,Singapore,Enterprise,2024-12-06,Marketplace,1
C101271,Sarah,Rodriguez,Middle East,Kuwait,Individual,2021-06-22,Online,1
C101272,Sarah,Harris,APAC,Singapore,Individual,2023-05-25,Marketplace,1
C101273,Karen,Wilson,North America,Canada,Small Business,2021-07-20,Online,1
C101274,Ava,Moore,Europe,Germany,Small Business,2021-08-05,In-Store,1
C101275,Noah,Moore,North America,Canada,Small Business,2022-01-11,B2B Direct,1
C101276,Elizabeth,Clark,North America,USA,Individual,2025-10-10,In-Store,1
C101277,Layla,Rodriguez,Latin America,Argentina,Individual,2025-05-29,Online,1
C101278,Charles,Lopez,North America,Mexico,Individual,2021-01-11,Marketplace,1
C101279,Mary,Moore,Europe,Spain,Enterprise,2025-12-28,In-Store,1
C101280,Robert,Wilson,APAC,Japan,Individual,2025-11-27,Online,1
C101281,Diego,Martinez,APAC,India,Small Business,2023-11-02,Online,1
C101282,Ava,Martin,Europe,UK,Individual,2023-06-11,Online,1
C101283,Charles,Perez,North America,USA,Enterprise,2026-07-08,Online,1
C101284,Ananya,Jones,North America,Canada,Individual,2025-06-02,In-Store,1
C101285,Susan,Robinson,Europe,France,Individual,2022-03-11,In-Store,1
C101286,Elena,Smith,North America,Mexico,Individual,2025-09-04,Marketplace,1
C101287,Ananya,Sanchez,Europe,UK,Individual,2025-06-20,In-Store,1
C101288,Thomas,Miller,North America,Canada,Individual,2023-03-29,Online,0
C101289,Carlos,Miller,North America,Canada,Individual,2024-10-28,Online,1
C101290,Mia,Jones,Europe,Italy,Individual,2024-07-20,Online,1
C101291,Lucas,Martin,North America,Canada,Individual,2023-07-20,B2B Direct,1
C101292,Noah,Ramirez,Europe,Spain,Small Business,2026-04-05,Online,0
C101293,Karen,Thompson,APAC,South Korea,Individual,2026-05-03,Online,1
C101294,Jessica,Davis,Middle East,Saudi Arabia,Individual,2022-11-22,Marketplace,0
C101295,Barbara,Thomas,North America,Canada,Small Business,2025-05-19,B2B Direct,1
C101296,Carlos,Garcia,North America,Canada,Individual,2025-03-13,Online,0
C101297,Richard,Hernandez,North America,Mexico,Enterprise,2024-03-01,Online,1
C101298,Noah,Gonzalez,APAC,South Korea,Individual,2023-05-05,Online,1
C101299,Priya,Johnson,APAC,Australia,Individual,2026-05-02,Online,1
C101300,Ethan,Johnson,North America,Canada,Individual,2023-02-23,Online,0
C101301,Ananya,Gonzalez,Latin America,Argentina,Individual,2021-11-15,In-Store,1
C101302,Robert,Jackson,North America,USA,Individual,2023-04-24,In-Store,1
C101303,Susan,King,Europe,Germany,Individual,2026-05-27,Online,1
C101304,Ethan,Harris,APAC,Singapore,Individual,2026-02-20,In-Store,1
C101305,Mia,Moore,Middle East,Qatar,Individual,2022-09-13,Online,0
C101306,Diego,Lewis,APAC,India,Individual,2023-02-24,Marketplace,1
C101307,Elizabeth,Hernandez,Middle East,Saudi Arabia,Individual,2024-04-06,Marketplace,1
C101308,James,Thompson,North America,USA,Individual,2022-02-01,In-Store,1
C101309,Ava,Thompson,Middle East,Saudi Arabia,Individual,2024-04-18,Online,1
C101310,Chen,Williams,North America,Mexico,Individual,2023-12-18,B2B Direct,0
C101311,Charles,Moore,Middle East,Qatar,Individual,2025-02-12,Marketplace,1
C101312,Diego,Rodriguez,Europe,France,Individual,2026-05-11,Online,1
C101313,Karen,Martin,Middle East,Saudi Arabia,Individual,2026-07-27,Online,1
C101314,Karen,White,Europe,France,Individual,2025-06-03,Online,1
C101315,Fatima,Taylor,APAC,Japan,Individual,2022-04-05,Online,1
C101316,Elena,Lopez,Europe,France,Individual,2021-03-02,Online,1
C101317,Hiroshi,King,APAC,Singapore,Individual,2022-01-04,In-Store,0
C101318,Omar,Garcia,North America,Canada,Individual,2024-02-19,Online,0
C101319,Susan,Robinson,North America,Canada,Individual,2022-12-20,Online,1
C101320,Jennifer,Garcia,North America,USA,Individual,2022-06-30,Online,1
C101321,Layla,Thompson,North America,Mexico,Individual,2025-05-25,Online,0
C101322,Linda,Miller,Middle East,Qatar,Small Business,2023-11-07,Marketplace,1
C101323,Patricia,Sanchez,North America,USA,Small Business,2022-05-11,In-Store,1
C101324,Richard,Williams,Latin America,Brazil,Individual,2022-05-12,Online,1
C101325,Sofia,Harris,North America,Mexico,Individual,2022-05-20,Online,1
C101326,Amara,Williams,North America,USA,Individual,2025-04-05,Marketplace,1
C101327,Yuki,Anderson,APAC,Singapore,Small Business,2023-08-27,B2B Direct,1
C101328,Noah,Brown,APAC,India,Individual,2024-08-31,In-Store,1
C101329,William,Lee,Europe,UK,Enterprise,2023-12-29,Online,1
C101330,Ethan,Robinson,Europe,Spain,Individual,2025-10-17,In-Store,1
C101331,Amara,Miller,APAC,South Korea,Individual,2021-06-10,Online,1
C101332,Wei,Gonzalez,North America,Canada,Individual,2025-06-26,Online,1
C101333,Noah,Miller,Latin America,Brazil,Individual,2026-03-27,Online,1
C101334,William,Thompson,Latin America,Brazil,Individual,2022-12-19,Online,1
C101335,Chen,Miller,APAC,India,Individual,2024-03-14,B2B Direct,1
C101336,Linda,Martinez,North America,Canada,Individual,2025-05-12,Marketplace,1
C101337,Carlos,Wilson,APAC,South Korea,Small Business,2025-06-07,Online,1
C101338,Elizabeth,Jones,North America,Canada,Individual,2023-09-20,B2B Direct,1
C101339,Joseph,Jackson,North America,Mexico,Individual,2024-11-09,Online,1
C101340,Ava,King,North America,USA,Individual,2021-09-26,In-Store,1
C101341,Ava,Wilson,Europe,Spain,Individual,2026-07-23,In-Store,0
C101342,Ananya,Williams,Middle East,Kuwait,Individual,2026-05-01,In-Store,1
C101343,Liam,Miller,APAC,Singapore,Individual,2025-01-17,Online,1
C101344,Liam,Robinson,APAC,India,Individual,2022-11-30,B2B Direct,1
C101345,Karen,Clark,Europe,France,Individual,2025-03-22,Online,0
C101346,Richard,Hernandez,North America,Canada,Individual,2023-05-15,In-Store,0
C101347,Mary,Thomas,Europe,UK,Individual,2021-12-16,Marketplace,1
C101348,Priya,Taylor,Latin America,Brazil,Enterprise,2021-04-20,Marketplace,0
C101349,Michael,Jackson,North America,Canada,Individual,2025-02-15,Online,1
C101350,Omar,Johnson,Middle East,UAE,Individual,2022-02-11,In-Store,1
C101351,Diego,Clark,Europe,Italy,Individual,2022-10-12,Online,0
C101352,Charles,Smith,Europe,Germany,Small Business,2021-02-20,Marketplace,0
C101353,Lucas,Johnson,APAC,Japan,Individual,2024-11-27,Marketplace,1
C101354,Ananya,Anderson,Europe,Germany,Individual,2025-05-06,Online,0
C101355,Omar,Smith,Middle East,Kuwait,Individual,2025-02-08,Online,1
C101356,Elizabeth,Garcia,Latin America,Argentina,Individual,2024-01-16,Online,0
C101357,Liam,Robinson,Europe,UK,Small Business,2023-12-28,Online,0
C101358,Priya,Clark,North America,USA,Individual,2022-08-19,In-Store,0
C101359,Linda,Taylor,Europe,Netherlands,Small Business,2023-09-06,B2B Direct,1
C101360,Omar,White,Latin America,Argentina,Individual,2023-12-02,In-Store,0
C101361,James,Perez,North America,Canada,Individual,2023-01-01,In-Store,0
C101362,Fatima,Anderson,APAC,Japan,Small Business,2021-02-26,B2B Direct,1
C101363,David,Lee,APAC,Japan,Individual,2023-01-08,In-Store,1
C101364,Elena,Clark,APAC,Singapore,Individual,2021-07-15,Online,1
C101365,Michael,Thomas,North America,USA,Individual,2025-11-19,In-Store,1
C101366,David,Wilson,APAC,Australia,Individual,2025-08-29,In-Store,1
C101367,Michael,Brown,Latin America,Argentina,Individual,2023-12-22,B2B Direct,1
C101368,Chen,White,North America,USA,Enterprise,2024-07-10,Marketplace,1
C101369,Noah,Gonzalez,North America,Mexico,Enterprise,2021-04-22,B2B Direct,1
C101370,Jessica,Jones,Latin America,Argentina,Individual,2023-02-04,Online,1
C101371,Elizabeth,King,North America,USA,Individual,2022-12-12,Online,1
C101372,Carlos,Davis,Middle East,UAE,Individual,2024-04-16,In-Store,1
C101373,Elizabeth,Jackson,Europe,Netherlands,Individual,2023-08-06,Online,1
C101374,Amara,Martinez,North America,Canada,Individual,2021-01-26,In-Store,1
C101375,Yuki,Jackson,Middle East,UAE,Individual,2022-02-14,In-Store,1
C101376,Diego,Walker,Europe,Netherlands,Individual,2023-01-28,In-Store,1
C101377,Charles,Wilson,Europe,Netherlands,Individual,2022-06-15,Online,1
C101378,Elena,Harris,Europe,UK,Individual,2025-12-06,In-Store,1
C101379,Diego,Davis,Europe,Spain,Individual,2024-09-02,Marketplace,1
C101380,Noah,Brown,North America,Mexico,Small Business,2025-04-05,In-Store,0
C101381,Chen,Jones,Europe,Netherlands,Individual,2024-02-04,Marketplace,1
C101382,Charles,Garcia,Latin America,Argentina,Individual,2023-01-19,B2B Direct,1
C101383,William,Robinson,North America,Mexico,Individual,2026-01-16,Online,1
C101384,Chen,Jackson,APAC,Japan,Individual,2025-01-27,B2B Direct,1
C101385,Jennifer,Moore,North America,USA,Individual,2021-09-03,Online,1
C101386,Thomas,Lee,APAC,South Korea,Individual,2024-01-10,In-Store,1
C101387,Mia,Taylor,North America,USA,Enterprise,2022-10-24,B2B Direct,1
C101388,Priya,Walker,Latin America,Brazil,Individual,2023-06-28,In-Store,1
C101389,Liam,Lee,Europe,UK,Individual,2022-01-31,Online,0
C101390,James,Hernandez,North America,USA,Individual,2022-06-06,Online,0
C101391,Jessica,Thomas,North America,Mexico,Enterprise,2026-01-31,Marketplace,1
C101392,Patricia,Rodriguez,North America,Mexico,Small Business,2025-10-26,Online,0
C101393,Fatima,Thompson,Europe,Germany,Small Business,2023-07-15,Marketplace,1
C101394,Hiroshi,Thompson,North America,Mexico,Individual,2021-09-21,Marketplace,1
C101395,Robert,Williams,Middle East,Qatar,Enterprise,2025-08-12,B2B Direct,0
C101396,Ananya,Garcia,Europe,UK,Individual,2023-03-01,Online,0
C101397,Carlos,Martin,North America,USA,Individual,2024-07-21,Online,0
C101398,Joseph,Anderson,APAC,South Korea,Small Business,2025-09-26,Online,0
C101399,William,Robinson,APAC,Japan,Small Business,2026-05-22,In-Store,1
C101400,Robert,Young,North America,Mexico,Individual,2021-06-21,Online,1
C101401,Charles,Garcia,North America,Canada,Individual,2021-09-22,Online,1
C101402,Linda,Walker,North America,Canada,Individual,2026-06-10,B2B Direct,0
C101403,Noah,Thomas,APAC,Singapore,Individual,2026-01-20,In-Store,1
C101404,Noah,Lewis,APAC,Singapore,Individual,2023-11-16,Online,1
C101405,Lucas,Perez,Europe,UK,Enterprise,2025-02-01,In-Store,1
C101406,Ethan,Ramirez,Middle East,Qatar,Individual,2026-03-01,In-Store,0
C101407,Omar,Anderson,Middle East,Saudi Arabia,Small Business,2022-04-21,In-Store,1
C101408,Robert,Lee,Europe,Netherlands,Small Business,2021-12-22,In-Store,1
C101409,Hiroshi,Davis,Middle East,Saudi Arabia,Individual,2023-11-16,In-Store,0
C101410,Elizabeth,Smith,North America,USA,Small Business,2021-02-03,Online,1
C101411,Elizabeth,Robinson,North America,Mexico,Individual,2021-09-21,Online,0
C101412,William,Johnson,North America,Mexico,Individual,2024-03-07,Marketplace,1
C101413,Susan,White,North America,Canada,Individual,2023-03-27,In-Store,0
C101414,Elena,Jones,Europe,Germany,Individual,2025-09-15,B2B Direct,0
C101415,David,Lopez,Latin America,Brazil,Small Business,2023-05-25,Online,0
C101416,Jennifer,Jones,North America,Mexico,Enterprise,2023-01-24,Online,1
C101417,Sofia,Wilson,North America,Mexico,Individual,2022-07-20,Online,1
C101418,Noah,Lopez,Europe,Germany,Small Business,2022-04-07,Online,0
C101419,Sarah,Clark,Latin America,Argentina,Individual,2024-04-06,Online,0
C101420,Fatima,Johnson,North America,USA,Small Business,2025-07-13,Online,1
C101421,Diego,Williams,Europe,Germany,Individual,2022-10-17,In-Store,1
C101422,Robert,Davis,North America,Mexico,Individual,2021-03-22,Online,0
C101423,Joseph,Johnson,North America,Mexico,Individual,2023-01-27,Online,1
C101424,Mia,Lewis,Latin America,Brazil,Individual,2026-04-22,In-Store,0
C101425,Robert,Harris,Latin America,Argentina,Individual,2026-03-03,B2B Direct,1
C101426,Joseph,Brown,North America,USA,Small Business,2023-05-20,Online,1
C101427,Robert,Martinez,Latin America,Brazil,Individual,2024-12-01,Online,0
C101428,Amara,Taylor,APAC,Japan,Enterprise,2025-05-17,In-Store,1
C101429,Elena,Smith,Middle East,Kuwait,Individual,2023-12-06,Online,1
C101430,Michael,Williams,Europe,Italy,Individual,2022-08-22,Online,0
C101431,Michael,Robinson,Europe,France,Individual,2025-06-23,B2B Direct,1
C101432,William,Jones,Europe,Netherlands,Individual,2023-03-18,Marketplace,1
C101433,Chen,Hernandez,APAC,Australia,Individual,2026-04-19,In-Store,1
C101434,Liam,Rodriguez,North America,Mexico,Individual,2023-12-13,Online,1
C101435,Lucas,Wilson,North America,Mexico,Individual,2023-09-11,Online,0
C101436,Yuki,Jackson,North America,Canada,Individual,2022-12-05,In-Store,1
C101437,Thomas,Gonzalez,APAC,South Korea,Enterprise,2026-06-06,In-Store,0
C101438,Ethan,Lee,North America,Mexico,Individual,2022-04-21,In-Store,1
C101439,Ananya,Johnson,APAC,Australia,Individual,2022-08-15,Online,1
C101440,Karen,Robinson,Latin America,Chile,Individual,2021-01-16,Online,1
C101441,Elizabeth,Thompson,North America,Canada,Small Business,2024-10-15,Online,1
C101442,Jennifer,Clark,APAC,India,Small Business,2022-05-02,B2B Direct,0
C101443,Barbara,Smith,Europe,France,Individual,2026-02-05,In-Store,1
C101444,Thomas,Miller,Middle East,Qatar,Individual,2022-12-07,Online,1
C101445,Layla,Johnson,North America,Canada,Individual,2025-03-06,B2B Direct,1
C101446,Liam,Thompson,APAC,India,Individual,2024-03-10,B2B Direct,1
C101447,Charles,Walker,Middle East,Qatar,Individual,2022-09-12,In-Store,1
C101448,John,Lewis,Latin America,Chile,Enterprise,2026-01-13,In-Store,1
C101449,Amara,Wilson,APAC,Japan,Individual,2023-10-16,Online,1
C101450,Mia,Jones,Europe,UK,Individual,2023-02-16,Online,1
C101451,Diego,Hernandez,APAC,Singapore,Small Business,2022-03-23,In-Store,1
C101452,James,King,Middle East,Qatar,Individual,2021-10-17,Marketplace,0
C101453,Barbara,Lewis,Europe,UK,Individual,2021-07-28,In-Store,1
C101454,Joseph,Garcia,North America,USA,Individual,2025-02-07,Online,1
C101455,John,Miller,Latin America,Chile,Individual,2022-02-17,In-Store,1
C101456,Ethan,Martinez,APAC,Japan,Enterprise,2022-11-08,Marketplace,1
C101457,William,Martin,APAC,India,Individual,2024-12-21,Marketplace,1
C101458,Karen,Rodriguez,North America,USA,Individual,2026-02-21,Online,1
C101459,Amara,Taylor,APAC,South Korea,Individual,2024-10-26,B2B Direct,0
C101460,Susan,Garcia,Europe,France,Small Business,2026-01-30,Online,1
